Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,2,2,Master,67833,15,0,41,0,63,91,0,0
Married,2,1,Graduation,67242,35,0,44,0,35,66,0,0
Together,2,2,Master,92912,31,0,48,0,85,113,0,1
Single,0,0,Graduation,45454,48,105,7,59,22,10,9,0
Married,2,1,PhD,94494,20,0,64,0,66,102,0,1
Single,0,0,Graduation,45228,46,91,9,49,15,9,8,0
Married,1,0,2n Cycle,47976,52,49,17,37,20,29,3,1
Single,0,0,Graduation,68569,46,155,15,47,20,17,12,1
Single,0,0,Graduation,73124,24,169,12,84,24,17,16,1
Single,0,0,Graduation,74835,25,155,20,84,29,23,12,0
Married,0,0,Graduation,89664,41,184,16,96,25,21,10,1
Married,0,2,Master,77340,7,0,10,71,100,56,0,1
Married,1,2,Graduation,77124,39,0,34,47,80,79,0,1
Widow,0,0,Graduation,72219,28,142,18,77,20,18,7,1
Single,0,0,Master,89394,23,175,13,94,27,15,25,1
Single,1,0,Master,56330,64,56,19,29,20,27,3,1
Together,1,1,Graduation,73512,24,0,27,40,50,55,0,1
Single,0,0,Graduation,47021,49,95,7,39,12,9,4,0
Widow,1,0,Graduation,79649,46,76,28,48,36,22,8,1
Single,0,0,Master,45903,67,113,11,40,26,14,14,0
Widow,0,0,Master,88398,32,159,14,92,42,16,26,1
Single,0,0,Graduation,92611,43,203,19,102,28,19,21,1
Together,0,1,2n Cycle,52620,37,42,8,63,42,44,9,1
Married,0,0,Graduation,69364,79,159,15,66,32,23,9,0
Widow,0,0,Graduation,91000,10,187,14,82,37,25,17,1
Single,0,0,Graduation,63669,41,134,16,49,21,19,11,0
Married,1,2,Master,98331,24,0,36,38,79,108,0,1
Widow,1,0,Graduation,83903,34,67,35,38,27,45,14,1
Married,0,1,Master,93132,14,101,18,83,71,57,22,1
Married,2,0,PhD,60334,6,0,28,0,21,43,0,1
Married,1,2,Master,81379,3,0,30,51,83,76,0,1
Married,0,2,Graduation,56382,47,0,11,59,67,34,0,0
Married,2,0,Graduation,67075,33,0,57,0,29,45,0,1
Married,0,0,Graduation,79481,15,166,23,81,30,27,19,1
Together,0,1,Master,69555,59,58,17,70,39,28,5,1
Single,0,0,Graduation,51237,74,101,5,49,13,13,10,0
Single,0,0,Graduation,81812,46,176,18,82,23,16,11,1
Widow,1,0,Graduation,93108,42,86,38,42,30,50,12,1
Together,0,0,Graduation,45421,46,88,5,48,20,9,9,0
Married,0,1,Master,91437,26,84,18,74,68,39,7,1
Married,0,0,Basic,62552,16,116,11,52,16,18,9,1
Single,0,0,Graduation,66537,27,134,13,67,21,19,7,1
Single,0,0,2n Cycle,81333,41,138,17,86,32,27,18,0
Married,2,1,Graduation,75323,36,0,42,0,50,60,0,0
Single,0,0,Master,80712,38,176,25,76,22,15,21,1
Married,1,2,Graduation,76210,25,0,37,29,90,72,0,1
Single,0,0,Graduation,66292,44,157,9,71,19,21,11,1
Widow,1,0,Master,71119,39,55,21,38,21,42,9,1
Widow,0,0,Master,121808,29,235,31,118,35,28,23,1
Married,0,2,2n Cycle,21866,44,0,5,25,17,22,0,1
Married,2,2,Graduation,62116,7,0,39,0,73,71,0,0
Single,0,0,2n Cycle,50668,49,108,7,50,24,13,10,0
Together,0,1,Graduation,79626,14,81,15,73,56,30,8,1
Married,0,2,Graduation,51835,16,0,4,45,48,30,0,0
Single,0,0,2n Cycle,55366,33,103,8,55,19,10,12,1
Together,1,2,PhD,94803,28,0,39,63,116,89,0,1
Together,0,2,Graduation,47731,38,0,9,47,46,33,0,1
Together,1,1,Master,70945,20,0,32,25,48,47,0,0
Married,1,0,Master,77479,15,74,28,47,15,44,10,0
Married,1,1,PhD,81030,49,0,28,31,48,51,0,1
Married,0,2,Graduation,73551,33,0,11,61,77,63,0,1
Together,1,0,Master,66617,36,62,20,36,19,28,5,0
Together,0,1,PhD,97514,40,99,20,79,59,45,7,0
Single,0,0,Graduation,70940,28,138,15,59,17,15,9,1
Single,0,0,Graduation,60234,60,111,8,59,16,17,13,1
Single,1,0,2n Cycle,58988,47,46,23,30,18,22,7,1
Together,1,2,Graduation,60163,24,0,31,24,68,58,0,1
Widow,0,0,Graduation,98051,39,192,20,83,40,23,18,1
Single,0,0,Graduation,69783,39,153,10,70,20,12,10,0
Married,0,1,Master,77900,57,75,14,86,64,48,7,1
Single,0,0,Basic,56578,50,103,7,63,24,15,5,1
Widow,0,0,Master,113331,46,209,24,129,36,27,27,1
Together,1,2,Basic,42718,31,0,14,22,47,39,0,1
Together,0,1,Master,86268,36,79,18,75,50,38,10,0
Married,2,2,2n Cycle,74213,50,0,45,0,68,88,0,0
Married,0,1,Graduation,69757,32,78,15,72,56,36,11,1
Single,0,0,Master,59055,47,123,9,54,22,12,7,0
Single,0,0,Graduation,75887,73,145,18,67,27,10,12,0
Together,0,1,Graduation,70361,57,83,15,80,64,39,6,1
Together,2,2,PhD,104657,25,0,51,0,90,140,0,1
Widow,1,0,Basic,82519,14,87,39,34,34,39,7,1
Widow,0,0,Master,89506,73,175,19,94,28,17,21,1
Married,2,0,2n Cycle,57169,30,0,41,0,14,40,0,0
Married,1,0,2n Cycle,98814,36,115,41,48,30,62,4,0
Together,1,1,2n Cycle,51710,50,0,21,24,27,41,0,0
Together,0,2,PhD,95458,27,0,20,88,96,73,0,1
Single,0,0,Graduation,36423,49,67,6,37,5,8,10,1
Married,0,2,Master,103559,30,0,19,104,110,74,0,1
Single,0,0,PhD,49491,39,102,12,41,22,13,13,1
Widow,0,0,Graduation,73296,47,158,8,87,28,18,16,0
Married,2,1,Graduation,57067,19,0,33,0,34,64,0,1
Single,1,0,Master,90932,18,88,38,44,42,43,7,1
Married,0,2,Graduation,61867,41,0,8,58,60,49,0,1
Married,1,0,Graduation,80931,55,72,39,41,31,34,12,1
Single,0,0,Graduation,67004,32,155,10,69,21,17,14,0
Single,0,0,Master,48324,37,97,15,51,11,12,8,0
Married,1,1,Master,95434,30,0,45,47,71,55,0,1
Married,1,0,Graduation,72760,37,63,24,29,25,35,6,1
Married,0,1,Graduation,95614,5,109,16,103,48,44,10,1
Married,0,2,PhD,99202,23,0,25,92,88,75,0,1
Together,1,2,Basic,41599,57,0,11,27,30,40,0,0
Married,1,2,Master,76983,48,0,27,37,89,72,0,1
Married,1,2,Basic,56555,54,0,14,27,58,56,0,0
Together,2,2,Master,84669,30,0,45,0,81,110,0,1
Married,0,2,PhD,101177,21,0,23,103,81,61,0,1
Single,1,0,Graduation,52901,43,50,29,20,17,30,6,0
Single,0,0,2n Cycle,72207,51,137,10,72,33,13,13,1
Married,1,2,Graduation,79098,22,0,20,40,92,76,0,1
Married,2,0,Graduation,83040,5,0,43,0,34,59,0,0
Married,1,0,Graduation,80767,50,79,35,52,18,52,9,1
Single,0,0,Master,82435,35,153,14,87,21,20,16,1
Single,0,0,Graduation,49007,54,104,8,49,19,11,9,0
Single,0,0,Graduation,65851,19,143,21,60,27,23,11,0
Single,0,0,Master,85111,31,179,12,95,30,25,16,1
Married,1,0,Graduation,89735,41,82,35,61,30,42,4,1
Single,0,0,Graduation,79712,51,150,16,66,26,32,18,1
Married,2,1,Master,66711,39,0,34,0,48,64,0,1
Together,0,2,Master,104173,28,0,26,102,130,89,0,1
Single,0,0,Graduation,89476,43,184,22,98,29,16,19,1
Married,0,2,Graduation,60017,39,0,15,56,63,50,0,1
Married,1,2,Basic,55514,34,0,25,38,50,49,0,0
Single,1,0,Master,80277,45,97,24,39,22,41,9,0
Married,1,0,Master,69178,20,69,32,36,25,43,5,1
Together,0,1,Master,81725,64,79,14,86,53,42,9,1
Together,0,2,2n Cycle,64175,30,0,18,54,65,45,0,1
Single,0,0,Graduation,82330,40,156,16,93,35,21,6,1
Together,0,2,Master,79445,27,0,24,77,82,59,0,1
Married,0,1,Graduation,42541,44,42,8,41,21,27,4,1
Single,0,0,Graduation,75939,20,143,14,82,19,27,14,1
Married,0,1,Graduation,91444,28,98,13,90,61,45,9,1
Widow,0,0,Master,84053,12,166,17,86,32,19,13,1
Married,0,2,Basic,62218,26,0,15,69,63,48,0,1
Single,1,0,Graduation,65266,40,56,34,39,20,27,9,1
Married,0,1,Graduation,64220,47,62,16,61,48,38,5,1
Single,0,0,Graduation,100042,39,187,15,88,43,29,13,1
Single,1,0,Master,58263,43,62,24,27,34,23,7,1
Single,0,0,Graduation,76919,17,147,19,78,27,25,12,1
Single,0,0,2n Cycle,71850,45,167,15,77,15,11,22,1
Single,0,0,Graduation,56132,63,120,11,58,27,12,19,0
Single,0,0,Graduation,48954,52,82,9,55,15,21,15,1
Married,0,2,Basic,58402,22,0,18,63,69,49,0,0
Single,0,0,Graduation,73459,45,146,7,81,26,17,18,0
Single,0,0,Master,74601,63,160,15,70,29,19,15,1
Together,1,2,Graduation,93237,34,0,47,49,100,100,0,1
Married,0,0,Graduation,64185,52,147,10,56,16,19,15,1
Married,0,2,Graduation,64549,21,0,16,69,66,37,0,0
Single,0,0,Graduation,76225,36,167,13,87,39,23,11,0
Single,0,0,Graduation,37975,45,67,8,39,14,9,5,0
Single,0,0,PhD,71553,69,143,12,60,22,15,17,1
Single,0,0,Graduation,61040,30,113,8,51,23,20,12,1
Single,0,0,Graduation,62786,47,116,10,56,17,10,11,0
Single,0,0,Basic,42384,55,96,12,48,10,6,10,1
Single,0,0,2n Cycle,30637,58,58,7,17,10,7,7,0
Single,0,0,2n Cycle,79220,38,174,15,74,23,18,17,0
Married,1,2,Master,100429,20,0,49,58,102,79,0,1
Single,0,0,Graduation,38032,75,73,6,40,16,11,7,1
Single,1,0,Graduation,73107,33,65,14,39,22,31,14,1
Married,0,2,Master,77973,25,0,17,79,85,67,0,1
Married,0,1,Graduation,81391,50,80,14,95,50,43,9,1
Single,0,0,Graduation,67208,45,147,17,65,25,13,9,0
Married,0,0,Graduation,51141,25,93,18,50,18,9,8,1
Married,0,2,Graduation,85030,46,0,24,65,85,71,0,1
Single,0,0,Graduation,54720,38,116,13,50,18,9,8,1
Together,1,2,Graduation,27054,26,0,12,9,33,23,0,0
Together,1,0,Graduation,68988,78,82,24,29,13,29,4,0
Single,1,0,Master,46552,36,41,21,25,13,22,5,0
Single,0,0,Master,87171,42,184,14,102,32,21,21,1
Together,0,0,Master,68634,56,132,13,63,28,9,13,0
Married,1,0,Master,81183,22,100,40,28,30,43,13,1
Single,0,0,Graduation,70795,51,132,14,70,25,19,18,1
Single,0,0,Graduation,64574,57,135,13,69,26,26,17,0
Single,0,0,Graduation,54134,64,110,8,64,19,17,8,0
Married,1,2,Master,96943,35,0,31,56,107,87,0,1
Married,1,0,Graduation,71371,21,90,27,39,19,33,11,1
Single,0,0,2n Cycle,41137,52,69,9,45,8,10,9,0
Married,2,0,Master,85321,11,0,47,0,22,57,0,1
Married,2,0,Master,78792,50,0,41,0,31,44,0,1
Single,1,0,Master,69655,54,54,28,45,22,46,12,1
Single,0,0,Graduation,64886,46,131,9,60,19,19,16,1
Married,0,2,Graduation,73839,35,0,13,81,85,51,0,1
Together,1,1,Graduation,87862,31,0,37,41,60,65,0,1
Married,1,2,Graduation,60984,28,0,26,22,67,63,0,1
Married,0,0,2n Cycle,36787,60,78,6,38,16,8,5,0
Single,0,0,Graduation,63008,39,113,13,61,23,20,14,1
Married,0,2,Graduation,85477,64,0,24,67,80,60,0,1
Married,0,1,Graduation,49537,42,55,11,60,40,21,5,0
Single,0,0,Master,75467,61,122,14,66,25,19,14,1
Single,0,0,Master,48900,20,99,7,49,20,11,6,1
Single,0,0,Basic,62656,35,139,9,65,22,18,14,1
Single,0,0,Graduation,63161,57,125,11,71,19,14,12,0
Single,0,0,Basic,36802,51,80,5,31,9,10,5,0
Single,1,0,2n Cycle,33947,42,35,12,9,12,17,2,0
Single,0,0,Master,102716,55,217,23,96,38,25,33,1
Single,0,0,Master,104578,71,225,21,106,33,28,23,1
Together,0,0,Master,56814,26,130,9,48,19,20,11,0
Married,1,1,Graduation,56460,49,0,13,35,32,40,0,0
Married,2,2,Master,81186,15,0,61,0,83,96,0,1
Married,1,2,Graduation,67215,41,0,20,40,64,70,0,0
Married,0,1,Graduation,68108,31,77,12,67,41,30,7,1
Single,1,0,2n Cycle,62256,46,80,29,26,24,30,2,0
Married,1,1,Master,108766,38,0,48,59,72,86,0,1
Married,0,0,Graduation,93431,30,184,19,95,27,25,13,1
Married,2,1,Graduation,68196,21,0,49,0,31,84,0,1
Married,0,0,Graduation,83831,38,158,24,85,20,18,18,0
Single,0,0,2n Cycle,30294,22,47,4,31,12,6,7,0
Single,0,0,Basic,52038,51,104,13,49,14,12,5,1
Single,0,0,2n Cycle,54450,66,126,3,63,17,6,11,0
Married,0,2,Basic,74451,13,0,19,71,79,52,0,1
Married,1,0,Master,89328,45,77,29,52,34,35,8,1
Single,0,0,Graduation,67633,48,133,8,64,27,12,9,0
Widow,0,0,Graduation,84903,31,177,22,91,29,18,18,1
Married,0,2,Graduation,66496,63,0,14,64,71,64,0,1
Single,0,0,Master,84514,58,168,26,73,37,22,18,1
Single,0,0,Graduation,69902,61,137,6,78,30,18,18,1
Single,0,0,Master,67566,43,153,16,81,22,12,9,1
Single,0,0,Graduation,64481,20,128,9,60,19,20,13,1
Single,0,0,Graduation,75661,45,140,21,72,29,16,17,1
Single,0,0,PhD,94080,38,198,25,87,35,24,15,1
Single,1,0,Graduation,57866,54,57,31,30,20,34,6,1
Single,1,0,2n Cycle,44594,31,50,17,21,15,14,6,1
Together,0,0,Graduation,59165,64,127,13,55,17,19,13,0
Single,0,0,Graduation,56938,34,117,12,55,17,14,7,1
Married,0,0,Graduation,74848,53,152,19,67,24,23,16,0
Married,0,1,PhD,107961,23,121,18,108,75,59,14,1
Widow,0,0,Master,77942,41,149,14,68,18,28,18,1
Single,0,0,Graduation,68820,23,130,13,68,19,15,16,0
Single,0,0,Graduation,60236,45,110,9,50,28,13,7,1
Widow,1,0,Master,85286,21,84,36,41,30,42,11,1
Together,1,1,Graduation,70544,41,0,20,30,44,56,0,1
Together,1,1,Graduation,84023,42,0,33,53,49,59,0,1
Single,0,0,Master,73710,42,160,18,86,32,22,14,1
Single,0,0,Master,31276,37,58,6,22,11,10,7,0
Married,0,2,Master,77013,38,0,16,77,69,72,0,1
Together,0,2,Master,96536,44,0,20,84,102,58,0,1
Married,0,2,PhD,107131,26,0,20,118,117,81,0,1
Married,2,0,Graduation,84859,25,0,51,0,18,52,0,1
Single,0,0,Master,87690,22,167,15,84,33,25,10,1
Married,0,2,Basic,72360,36,0,11,71,68,51,0,1
Single,0,0,Graduation,80399,57,173,16,87,34,23,17,0
Single,0,0,Basic,33237,68,62,9,34,16,4,5,0
Married,0,0,Master,79102,45,159,23,75,29,16,23,1
Married,0,1,2n Cycle,70213,16,54,14,74,48,35,6,1
Single,0,0,Master,70810,35,129,11,79,24,14,11,1
Single,0,0,Graduation,54343,62,111,8,49,12,16,8,0
Married,1,0,Basic,62194,51,55,25,34,21,25,4,0
Single,0,0,Master,44496,30,81,9,33,13,9,9,1
Married,0,2,Master,86797,60,0,15,87,91,66,0,1
Single,1,0,Master,59893,22,49,19,20,11,31,6,0
Married,0,0,Basic,27359,41,69,4,37,8,7,5,0
Married,0,2,Master,80247,39,0,15,77,79,51,0,0
Single,0,0,Master,93221,39,178,23,89,27,28,18,1
Single,0,0,Graduation,34486,41,59,8,32,11,13,4,1
Single,0,0,Graduation,59354,44,101,8,48,24,12,13,0
Single,0,0,Graduation,38668,61,91,7,45,14,8,10,0
Widow,0,0,Master,88855,69,154,20,79,27,19,32,1
Single,0,0,Graduation,76065,46,182,14,97,25,14,12,1
Together,1,0,2n Cycle,48861,30,51,15,29,18,24,5,0
Single,0,0,Master,63645,45,125,7,64,19,17,11,1
Married,2,1,Basic,57769,58,0,43,0,31,58,0,0
Married,2,1,PhD,108591,36,0,63,0,71,91,0,1
Married,0,1,Graduation,52027,59,51,13,47,43,26,1,0
Married,1,1,Graduation,66191,45,0,26,24,47,41,0,0
Married,0,1,2n Cycle,91560,49,92,12,81,55,51,10,1
Single,0,0,PhD,69089,43,138,11,70,21,16,15,1
Together,0,1,Master,67082,59,64,10,63,41,34,5,1
Together,0,2,PhD,85701,0,0,16,79,85,68,0,1
Widow,0,0,Master,119907,46,246,20,129,47,24,30,1
Single,0,0,Graduation,46239,52,79,11,52,17,7,10,1
Married,1,2,Graduation,84330,13,0,38,35,83,83,0,1
Together,0,2,Graduation,48183,40,0,12,55,45,40,0,0
Single,0,0,Graduation,47886,54,90,10,42,23,12,6,1
Single,0,0,PhD,72298,16,132,17,66,26,26,13,1
Married,0,0,Graduation,79972,47,158,10,71,19,20,13,0
Married,1,0,Master,71753,57,62,46,37,28,34,10,0
Together,0,0,PhD,84993,66,158,9,80,17,24,14,1
Single,0,0,Graduation,52237,54,109,8,43,25,10,15,1
Married,2,1,Master,81222,25,0,44,0,51,97,0,1
Single,0,0,Graduation,43534,60,107,17,55,16,14,11,1
Single,0,0,Master,50907,32,121,10,56,13,16,12,1
Single,0,0,Graduation,55296,56,97,16,52,20,14,8,1
Together,2,2,Graduation,75166,21,0,54,0,75,111,0,1
Married,1,0,Basic,62906,56,55,36,29,21,23,3,1
Married,1,0,PhD,78384,30,79,32,43,26,40,8,0
Single,0,0,Master,53026,70,117,8,49,17,18,3,1
Together,0,2,2n Cycle,76507,50,0,17,80,65,59,0,0
Single,0,0,PhD,100448,45,180,30,95,28,20,25,1
Together,0,0,Graduation,73615,47,140,14,71,18,19,13,1
Married,2,0,Master,85333,57,0,37,0,21,56,0,0
Single,0,0,2n Cycle,25933,79,49,6,23,9,8,6,0
Married,0,1,Graduation,81904,31,75,13,64,46,39,15,1
Single,1,0,Master,93826,31,100,42,58,33,49,8,1
Married,0,1,2n Cycle,84083,56,83,22,72,71,46,3,1
Married,0,2,Graduation,88270,0,0,21,87,95,52,0,1
Single,0,0,Graduation,38170,8,77,5,40,14,11,10,1
Together,0,0,Graduation,55435,33,117,10,47,19,12,13,1
Single,0,0,Graduation,60827,49,123,16,53,24,10,12,0
Married,0,2,PhD,79325,16,0,18,92,85,46,0,1
Together,0,0,Graduation,48601,27,102,9,43,19,9,15,1
Married,1,0,Graduation,79286,30,69,27,43,26,41,8,1
Single,0,0,Graduation,77951,63,139,14,77,31,22,15,1
Together,0,0,Master,52054,39,95,11,43,22,13,11,0
Married,2,1,Master,95568,42,0,63,0,53,90,0,1
Single,0,0,Master,73348,44,130,10,73,27,23,15,1
Single,0,0,Basic,74345,66,150,12,89,30,16,21,0
Married,1,2,Graduation,84922,23,0,35,52,86,79,0,1
Married,0,2,Master,81948,38,0,12,83,87,56,0,0
Married,1,1,PhD,92065,34,0,34,45,55,66,0,1
Together,1,1,Graduation,66031,32,0,29,37,44,47,0,0
Married,0,1,2n Cycle,95278,48,81,18,94,65,42,2,1
Single,0,0,Graduation,72180,54,155,14,58,25,18,15,0
Single,0,0,2n Cycle,52480,49,104,11,58,18,11,13,0
Single,0,0,Master,78539,14,155,13,77,32,18,17,0
Married,0,2,2n Cycle,74991,15,0,17,70,66,50,0,1
Single,0,0,Graduation,56657,31,121,12,73,11,20,11,1
Married,0,2,Graduation,60697,38,0,18,50,67,52,0,1
Married,1,1,Graduation,90729,31,0,31,48,55,49,0,1
Together,0,1,Graduation,62064,28,70,7,71,38,27,1,1
Single,0,0,Graduation,58221,32,120,9,63,18,10,19,0
Together,2,1,Master,81727,38,0,56,0,50,90,0,0
Single,0,0,Graduation,55233,34,110,18,63,32,12,13,0
Together,1,1,Graduation,69429,0,0,37,43,39,51,0,1
Single,0,0,Graduation,57296,47,119,11,66,12,17,11,0
Single,0,0,Graduation,24310,40,55,6,22,4,8,7,1
Married,2,0,Graduation,78795,44,0,54,0,23,69,0,1
Single,0,0,Graduation,66927,32,137,17,69,22,17,12,1
Single,0,0,Master,75307,39,136,12,69,22,20,15,0
Married,0,1,Graduation,41866,45,38,15,40,26,19,2,0
Married,2,1,Master,59739,0,0,39,0,42,70,0,1
Married,1,2,Graduation,90437,17,0,38,53,82,75,0,1
Married,0,0,Graduation,74108,31,178,24,92,33,7,15,1
Married,1,2,Master,51597,23,0,18,18,59,48,0,1
Single,0,0,Graduation,64268,36,131,15,54,23,20,10,0
Single,0,0,Graduation,39453,46,61,6,39,15,13,9,1
Single,0,0,Graduation,54400,48,109,10,58,18,17,10,1
Together,0,1,Basic,56803,49,42,13,63,37,24,16,1
Married,1,0,Graduation,76825,45,89,29,40,26,47,14,1
Married,2,1,Graduation,88102,44,0,51,0,68,75,0,1
Married,1,2,PhD,96979,40,0,42,58,80,98,0,1
Together,0,2,Master,80924,53,0,24,79,98,64,0,1
Single,0,0,Graduation,57277,63,105,16,62,17,9,5,0
Married,0,2,Graduation,60244,26,0,11,51,64,45,0,0
Married,2,1,2n Cycle,68733,24,0,48,0,39,73,0,0
Married,1,2,Graduation,88301,23,0,37,49,84,84,0,1
Single,0,0,Master,82390,60,183,13,74,27,14,21,0
Together,0,2,2n Cycle,57983,31,0,9,63,65,55,0,0
Together,0,1,Graduation,65105,51,80,12,71,54,34,9,0
Married,0,1,PhD,76464,9,76,10,74,50,42,5,1
Married,2,1,Master,97257,0,0,54,0,73,104,0,1
Together,2,0,Master,97226,50,0,59,0,42,87,0,1
Married,1,2,Master,86589,34,0,29,43,79,102,0,1
Single,0,0,Master,45464,64,86,7,44,18,12,13,0
Married,1,1,2n Cycle,78100,10,0,40,42,49,54,0,1
Married,2,2,Graduation,97817,24,0,69,0,99,122,0,1
Married,0,2,Graduation,56222,13,0,10,43,57,40,0,1
Married,0,0,Graduation,85687,56,165,15,88,30,21,16,1
Together,2,1,Master,70179,29,0,38,0,55,73,0,1
Together,2,0,Graduation,84657,31,0,49,0,31,55,0,1
Married,0,1,2n Cycle,50633,54,41,10,39,31,16,5,1
Single,0,0,Graduation,56494,44,124,8,50,18,19,9,0
Widow,0,0,Graduation,54481,44,93,10,52,13,9,10,1
Together,0,1,Master,78093,16,74,16,71,54,43,5,1
Single,0,0,Graduation,71296,64,142,18,85,23,31,11,1
Together,0,2,Graduation,71159,35,0,9,74,56,55,0,1
Together,0,2,Graduation,58264,43,0,10,56,51,36,0,0
Married,2,2,Master,73408,3,0,43,0,77,79,0,0
Married,2,0,Master,75091,54,0,45,0,24,57,0,1
Single,0,0,Graduation,76279,46,137,17,85,19,16,19,1
Single,0,0,PhD,58210,71,118,15,52,11,13,13,0
Single,0,0,PhD,74891,58,144,18,82,29,17,16,0
Together,1,2,PhD,60915,0,0,22,32,48,57,0,0
Single,0,0,Master,63861,56,92,20,73,10,17,11,0
Single,0,0,PhD,79786,56,155,9,76,22,22,9,1
Single,0,0,Graduation,94506,51,166,16,78,29,14,27,1
Married,1,1,Master,69984,37,0,20,31,49,44,0,1
Together,2,1,PhD,98406,23,0,63,0,66,118,0,1
Single,0,0,PhD,54344,45,131,13,53,14,13,6,1
Single,0,0,Master,70596,64,131,19,63,21,14,16,1
Married,1,1,Graduation,73564,55,0,24,50,38,56,0,1
Married,0,0,Graduation,84178,39,166,12,74,20,22,17,0
Single,0,0,Graduation,54806,33,102,16,53,13,18,9,1
Married,0,2,Master,68226,53,0,8,68,79,48,0,1
Single,1,0,Graduation,31798,56,36,9,16,16,18,1,1
Single,0,0,Graduation,67965,47,128,12,70,20,15,22,0
Married,0,2,Graduation,63369,19,0,17,89,84,45,0,1
Married,0,0,Graduation,88381,16,181,17,96,29,28,16,1
Together,0,1,PhD,90676,47,108,22,105,60,49,12,1
Single,1,0,Master,87782,28,96,37,53,29,36,13,1
Married,0,0,Master,66897,35,125,16,52,21,21,16,1
Married,2,0,Graduation,76067,39,0,51,0,23,57,0,1
Single,0,0,Master,72849,35,156,21,72,23,24,8,1
Married,0,0,Graduation,65558,36,145,11,74,31,16,15,1
Single,1,0,Graduation,81455,26,69,31,37,36,50,8,1
Widow,0,0,PhD,106720,49,213,21,85,31,27,23,1
Single,0,0,Master,100461,25,186,22,102,42,38,27,1
Married,0,0,Master,90419,18,197,21,102,30,17,19,1
Single,0,0,Graduation,91033,26,186,26,102,30,25,17,1
Widow,0,0,Graduation,105692,61,191,22,101,47,34,24,0
Married,0,2,Graduation,65626,24,0,24,60,49,54,0,1
Married,0,1,2n Cycle,45956,47,44,9,45,31,14,5,0
Single,0,0,Graduation,88298,36,162,17,82,33,25,12,0
Married,2,2,Graduation,83407,18,0,66,0,84,121,0,1
Single,0,0,Graduation,70819,63,148,15,66,29,17,15,1
Together,2,1,Graduation,59270,30,0,32,0,34,55,0,1
Single,0,0,PhD,85957,66,183,19,93,23,21,6,1
Single,0,0,Master,85255,70,156,14,82,32,23,13,1
Single,0,0,Master,79878,65,151,11,84,29,18,21,1
Married,0,1,Graduation,63792,30,65,10,66,45,33,9,1
Married,2,2,Graduation,96135,23,0,66,0,93,115,0,1
Single,0,0,2n Cycle,59872,66,136,14,53,21,17,10,0
Married,1,0,2n Cycle,78187,49,73,30,38,27,44,5,1
Married,0,1,Graduation,85608,53,83,13,92,56,40,10,1
Married,0,0,Graduation,104975,58,183,21,113,26,28,21,1
Married,2,1,Master,86216,45,0,58,0,47,86,0,1
Married,1,0,Graduation,72215,23,57,31,36,24,38,5,1
Married,0,2,Master,108705,28,0,27,125,115,76,0,1
Single,0,0,PhD,96619,30,221,16,102,35,24,20,1
Single,1,0,2n Cycle,62591,37,59,22,43,23,33,3,1
Together,2,1,Graduation,69646,31,0,31,0,39,72,0,1
Together,0,2,Master,43599,37,0,8,33,39,35,0,1
Single,1,0,Graduation,61687,30,56,26,25,12,34,7,1
Single,0,0,Graduation,41963,26,96,14,42,8,10,9,0
Married,1,2,Master,39954,8,0,23,20,27,45,0,0
Married,0,1,PhD,81060,64,90,16,83,55,41,6,0
Single,0,0,Master,49278,63,85,13,44,21,15,11,1
Single,0,0,Graduation,57673,49,120,10,53,14,13,14,0
Married,0,1,Graduation,77620,0,69,12,82,62,41,9,1
Married,0,0,Graduation,80637,29,178,16,70,27,18,8,1
Single,1,0,Graduation,61360,46,44,29,32,21,29,12,1
Single,0,0,Graduation,43668,58,77,14,47,10,10,11,1
Single,0,0,Graduation,61182,39,111,15,72,20,19,11,1
Married,0,2,PhD,74013,40,0,19,67,81,54,0,0
Single,0,0,Master,91050,39,194,25,103,26,24,16,1
Single,0,0,Master,67785,60,123,13,66,17,7,5,1
Married,0,0,PhD,72912,42,158,21,68,23,9,14,0
Single,0,0,Graduation,47234,44,96,8,44,11,19,8,1
Married,0,2,2n Cycle,68104,25,0,12,84,63,62,0,1
Single,0,0,Master,70872,54,139,9,73,18,26,27,0
Single,0,0,PhD,77097,48,126,23,82,33,21,15,1
Single,0,0,Graduation,77906,24,161,16,86,24,13,14,1
Married,0,2,2n Cycle,53575,40,0,14,57,69,43,0,1
Together,0,1,Master,88053,38,93,20,69,42,45,12,1
Together,1,2,2n Cycle,59590,43,0,22,29,61,61,0,0
Single,0,0,Graduation,75938,41,149,11,65,24,20,16,1
Married,0,1,Graduation,63616,24,60,13,59,40,32,7,1
Single,1,0,PhD,91671,29,103,40,47,42,45,19,1
Single,1,0,Graduation,50895,67,54,22,30,19,20,6,0
Together,0,0,Master,97710,37,179,27,74,26,20,11,1
Single,0,0,Graduation,61800,59,135,17,64,17,18,18,1
Single,0,0,Graduation,56537,23,125,13,46,16,17,5,1
Single,0,0,PhD,62394,49,137,16,52,19,19,16,0
Single,0,0,Graduation,65528,20,147,22,53,19,17,10,0
Single,0,0,Graduation,60770,44,124,13,69,23,10,10,1
Married,2,2,Graduation,52944,13,0,36,0,56,71,0,1
Married,0,1,Master,68954,24,65,15,64,45,32,5,1
Together,2,0,2n Cycle,31687,21,0,31,0,9,18,0,1
